# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 170K of event 'cycles'
# Event count (approx.): 84447337328
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  python3.10                                [.] 0x000000000030e424
     0.00%  python3.10  python3.10                                [.] 0x000000000015d8a2
     0.00%  python3.10  python3.10                                [.] 0x000000000017bffc
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_parse_md5sig_option
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_check_space
     0.00%  python3.10  python3.10                                [.] 0x000000000015e115
     0.00%  python3.10  [kernel.kallsyms]                         [k] account_process_tick
     0.00%  python3.10  python3.10                                [.] 0x000000000018d498
     0.00%  python3.10  python3.10                                [.] 0x0000000000150a9b
     0.00%  python3.10  [kernel.kallsyms]                         [k] cpuacct_account_field
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199efd
     0.00%  python3.10  [kernel.kallsyms]                         [k] __ip_local_out
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_node_page_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_sendto
     0.00%  python3.10  python3.10                                [.] 0x0000000000122674
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_busiest_queue
     0.00%  python3.10  python3.10                                [.] 0x000000000006f214
     0.00%  python3.10  [kernel.kallsyms]                         [k] yama_ptracer_del
     0.00%  python3.10  [kernel.kallsyms]                         [k] __wake_up_common_lock
     0.00%  python3.10  python3.10                                [.] 0x000000000015083a
     0.00%  python3.10  libc.so.6                                 [.] __vfwscanf_internal
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_ready_cbs
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_sock_rcv_skb
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_user_enhanced_fast_string
     0.00%  python3.10  [kernel.kallsyms]                         [k] sk_reset_timer
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e58
     0.00%  python3.10  python3.10                                [.] 0x0000000000277421
     0.00%  python3.10  python3.10                                [.] 0x0000000000286dd4
     0.00%  python3.10  python3.10                                [.] 0x0000000000173d40
     0.00%  python3.10  [kernel.kallsyms]                         [k] timekeeping_update
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_add_len
     0.00%  python3.10  python3.10                                [.] PyEval_RestoreThread
     0.00%  python3.10  python3.10                                [.] 0x00000000001513f3
     0.00%  python3.10  [kernel.kallsyms]                         [k] can_migrate_task
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0b05
     0.00%  python3.10  [kernel.kallsyms]                         [k] sock_sendmsg
     0.00%  python3.10  python3.10                                [.] 0x0000000000151d80
     0.00%  python3.10  python3.10                                [.] 0x0000000000294725
     0.00%  python3.10  python3.10                                [.] 0x000000000027be40
     0.00%  python3.10  python3.10                                [.] 0x000000000015963a
     0.00%  python3.10  python3.10                                [.] 0x000000000029ca62
     0.00%  python3.10  python3.10                                [.] 0x000000000018d10c
     0.00%  python3.10  libc.so.6                                 [.] pthread_rwlockattr_setpshared@@GLIBC_2.34
     0.00%  python3.10  python3.10                                [.] 0x000000000012a022
     0.00%  python3.10  python3.10                                [.] 0x0000000000129c70
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_start_this_gp
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_pcppages_bulk
     0.00%  python3.10  python3.10                                [.] 0x000000000015099e
     0.00%  python3.10  libc.so.6                                 [.] __GI___pthread_setcanceltype
     0.00%  python3.10  python3.10                                [.] PyLong_FromLong
     0.00%  python3.10  python3.10                                [.] 0x000000000018c470
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f69
     0.00%  python3.10  python3.10                                [.] 0x0000000000206890
     0.00%  python3.10  [kernel.kallsyms]                         [k] aa_label_sk_perm.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_finish_output
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199f01
     0.00%  python3.10  [kernel.kallsyms]                         [k] pmd_val
     0.00%  python3.10  python3.10                                [.] 0x00000000002f86b7
     0.00%  python3.10  python3.10                                [.] 0x00000000001407d5
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_lruvec_page_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] skb_copy_datagram_iter
     0.00%  python3.10  python3.10                                [.] _PyUnicode_FastFill
     0.00%  python3.10  python3.10                                [.] 0x000000000016302f
     0.00%  python3.10  [kernel.kallsyms]                         [k] check_stack_object
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_skb_dst_mtu
     0.00%  python3.10  python3.10                                [.] 0x0000000000140a95
     0.00%  python3.10  python3.10                                [.] 0x000000000015b231
     0.00%  python3.10  python3.10                                [.] PyObject_GetBuffer
     0.00%  python3.10  [kernel.kallsyms]                         [k] qdisc_pkt_len_init
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e7a
     0.00%  python3.10  [kernel.kallsyms]                         [k] rebalance_domains
     0.00%  python3.10  python3.10                                [.] 0x000000000012b2cb
     0.00%  python3.10  python3.10                                [.] 0x000000000016bf00
     0.00%  python3.10  [kernel.kallsyms]                         [k] cpumask_next
     0.00%  python3.10  python3.10                                [.] 0x00000000001f618b
     0.00%  python3.10  python3.10                                [.] 0x000000000015b562
     0.00%  python3.10  python3.10                                [.] PyBuffer_IsContiguous
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_core
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16c
     0.00%  python3.10  python3.10                                [.] 0x00000000001420bf
     0.00%  python3.10  python3.10                                [.] 0x0000000000295380
     0.00%  python3.10  python3.10                                [.] PyLong_AsSsize_t
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_do_update_jiffies64
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_fast_timekeeper
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a07
