# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 169K of event 'cycles'
# Event count (approx.): 86623323184
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d34c
     0.00%  python3.10  python3.10                                [.] 0x0000000000128090
     0.00%  python3.10  python3.10                                [.] 0x00000000001522e8
     0.00%  python3.10  python3.10                                [.] 0x00000000001742a8
     0.00%  python3.10  [kernel.kallsyms]                         [k] remove_entity_load_avg
     0.00%  python3.10  python3.10                                [.] 0x00000000000700d4
     0.00%  python3.10  python3.10                                [.] 0x000000000016a31a
     0.00%  python3.10  python3.10                                [.] 0x0000000000129e1a
     0.00%  python3.10  python3.10                                [.] 0x0000000000297ab3
     0.00%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_blocked_se
     0.00%  python3.10  python3.10                                [.] 0x000000000012d811
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_queue_xmit
     0.00%  python3.10  [kernel.kallsyms]                         [k] crng_fast_key_erasure
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09a2
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030836f
     0.00%  python3.10  python3.10                                [.] PyObject_Call
     0.00%  python3.10  python3.10                                [.] 0x000000000011fef4
     0.00%  python3.10  python3.10                                [.] 0x00000000001228eb
     0.00%  python3.10  python3.10                                [.] 0x0000000000129e5d
     0.00%  python3.10  python3.10                                [.] 0x000000000012d08f
     0.00%  python3.10  python3.10                                [.] 0x0000000000150e04
     0.00%  python3.10  python3.10                                [.] 0x00000000001523b8
     0.00%  python3.10  python3.10                                [.] 0x000000000015b240
     0.00%  python3.10  python3.10                                [.] 0x000000000015f014
     0.00%  python3.10  python3.10                                [.] 0x0000000000162f2c
     0.00%  python3.10  python3.10                                [.] 0x0000000000179fa7
     0.00%  python3.10  python3.10                                [.] 0x0000000000188cfd
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d07
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dc2
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.00%  python3.10  python3.10                                [.] 0x0000000000188edb
     0.00%  python3.10  python3.10                                [.] 0x000000000018d562
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6b46
     0.00%  python3.10  python3.10                                [.] 0x0000000000206951
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea6
     0.00%  python3.10  python3.10                                [.] PyObject_SelfIter
     0.00%  python3.10  [kernel.kallsyms]                         [k] kfence_ksize
     0.00%  python3.10  python3.10                                [.] 0x000000000015b1e2
     0.00%  python3.10  libc.so.6                                 [.] __strtold_l
     0.00%  python3.10  python3.10                                [.] _PyNumber_Index
     0.00%  python3.10  python3.10                                [.] 0x000000000015d877
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d5a8
     0.00%  python3.10  [kernel.kallsyms]                         [k] atomic_notifier_call_chain
     0.00%  python3.10  python3.10                                [.] 0x00000000001225ca
     0.00%  python3.10  python3.10                                [.] 0x000000000012e09c
     0.00%  python3.10  python3.10                                [.] 0x0000000000127ea0
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_scale_freq_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] sysvec_reschedule_ipi
     0.00%  python3.10  python3.10                                [.] 0x0000000000198ea2
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2fe
     0.00%  python3.10  python3.10                                [.] 0x000000000015b56d
     0.00%  python3.10  python3.10                                [.] 0x00000000001630ee
     0.00%  python3.10  python3.10                                [.] 0x00000000002c4474
     0.00%  python3.10  python3.10                                [.] 0x000000000017b0d0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x2apic_send_IPI_dest
     0.00%  python3.10  python3.10                                [.] 0x00000000001b640a
     0.00%  python3.10  [kernel.kallsyms]                         [k] __pagevec_lru_add_fn
     0.00%  python3.10  python3.10                                [.] PyThread_get_thread_ident
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f88
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_task_free
     0.00%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_out
     0.00%  python3.10  python3.10                                [.] 0x00000000002775ea
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5e7
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b4
     0.00%  python3.10  python3.10                                [.] 0x00000000001514e8
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  python3.10                                [.] 0x00000000001740f8
     0.00%  python3.10  libc.so.6                                 [.] __GI___pthread_self
     0.00%  python3.10  python3.10                                [.] 0x000000000012d748
     0.00%  python3.10  python3.10                                [.] 0x000000000014f6a0
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6073
     0.00%  python3.10  python3.10                                [.] 0x0000000000122913
     0.00%  python3.10  python3.10                                [.] 0x00000000001433cc
     0.00%  python3.10  python3.10                                [.] 0x000000000012808b
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1222
     0.00%  python3.10  python3.10                                [.] 0x000000000029499b
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_task_struct
     0.00%  python3.10  libc.so.6                                 [.] __wcscoll_l
     0.00%  python3.10  python3.10                                [.] 0x00000000001512ea
     0.00%  python3.10  python3.10                                [.] 0x000000000017c41c
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09d0
